,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Pack size,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage
125,9,"Carrots, old, bo iled ",9.4,"Asda , British carrots ",Asda ,1kg ,10.10.2011 ,"Asda , Norwich ",14-Oct,16-Oct,13:49  281 84501 9 20 -40mm ,Plastic ,Ambient ,Refrigerated 
126,9,"Carrots, old, boiled ",9.5,"Sainsbury’s , loose carrots ",Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Sainsbury’s, Longwater , Norw ich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
127,9,"Carrots, old, boiled ",9.6,"Morrisons , bunched carrots ",Morrisons ,500g ,10.10.2011 ,"Morrisons , Norwich ",12-Oct,14-Oct,0121 CLASS 1 ,Plastic ,Ambient ,
128,9,"Carrots, old, boiled ",9.8,"Aldi, British carrots ",Aldi ,1kg ,10.10.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: Supplier Code:348  4103 21:09  2A A ,Supplier Code:348  4103 21:09  2A A ,Plastic ,Ambient ,Refrigerated 
129,9,"Carrots, old, boiled ",9.9,"Sainsbury’s , basics carrots ",Sainsbury’s basics ,1.5kg ,10.10.2011 ,"Sainsbury’s, Longwater, Norwich ",12-Oct,14-Oct,K0087B ,Plastic ,Ambient ,Refrigerated 
130,9,"Carrots, old, boiled ",9.1,Market carrots ,Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Independent  market s tall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,Refrigerated 
131,9,"Carrots, old, boiled ",9.11,"Makro , carrots ",Makro ,2kg ,10.10.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: Date Code: 280 Art No:369860 supp no:2 4477 ,Date Code: 280 Art No:369860 supp no:2 4477 ,Plastic ,Ambient ,Refrigerated 
132,9,"Carrots, old, boiled ",9.12,"Tesco , loose carrots ",Pack size: ,Purchase Date: 23.01.2 012 ,23.01.2 012 ,"Tesco, Blue Boar Road , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
133,9,"Carrots, old, boiled ",9.13,"Tesco , carrot batons ",Tesco ,670g ,23.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Use By Date: 26 Jan ,,15:06 10 ,Plastic ,Ambient ,Refrigerated 
134,9,"Carrots, old, boiled ",9.14,"Asda , loose carrots ",Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Asda , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
135,9,"Carrots, old, boiled ",9.15,"Asda , British c arrots ",Asda ,500g ,23.01.2012 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 06:50 020 845020 ,06:50 020 845020 ,Plastic ,,Refrigerated 
136,9,"Carrots, old, boiled ",9.16,"Sainsbury’s , ‘no need to peel’ carrots ",Sainsbury’s ,1kg ,23.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: 27 Jan ,27-Jan,K0087B  60 12:18 ,Plastic ,Ambient ,Refrigerated 
137,9,"Carrots, old, boiled ",9.17,"Morrisons , loose carrots ",Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Morrisons, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plast ic ,Plast ic ,Ambient ,Refrigerated 
138,9,"Carrots, old, boiled ",9.18,"The Co -operative , carrots ",The Co -operative ,1.2kg ,23.01.2012 ,"The Co-operative , Wymondham ",Best Before Date: 26 Jan ,26-Jan,M208A 019 4  12:48  263 ,Plastic ,Ambient ,Refrigerated 
139,9,"Carrots, old, boiled ",9.19,"Iceland , carrots ",Iceland ,1kg ,23.01.2012 ,"Iceland, Norwich ",,Batch Number: 469 L6 019 ,469 L6 019 ,Plastic ,Ambient ,Refrigerated 
140,9,"Carrots, old, boiled ",9.2,"Morrisons , Savers carrots ",Morrison s Savers ,1.5kg ,23.01.2012 ,"Morrisons, Norwich ",26-Jan,28-Jan,13759 RD1 -CAR 2B02112 ZP  06:14 ,Plastic ,Ambient ,Refrigerated 
141,9,"Carrots, old, boiled ",9.21,Market carrots ,Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Independent m arket s tall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
142,9,"Carrots, old, boiled ",9.22,"Farm Fresh , carrots ",Farm Fresh ,2kg ,23.01.2012 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 45/2  A22511 ,45/2  A22511 ,Plastic ,Refrigerated ,
143,,"Carrots, old, microwaved ",10.1,"Tesco , loose carrots ",Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Tesco, Blue Boar , Norwich ",,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
144,10,"Carrots, old, microwaved ",10.2,"Tesco , East Anglian carrots ",Tesco ,1kg ,10.10.2011 ,"Tesco, Blue Boar , Norwich ",12-Oct,13-Oct,Supplier Code D1 ABC 08 -50 ,Plastic ,Ambient ,
145,10,"Carrots, old, microwaved ",10.3,"Asda , fresh tastes, bumper carrot batons ",Asda fresh tastes ,600g ,10.10.2011 ,"Asda , Norwich ",13-Oct,,281 12:22 A ,Plastic ,Ambient ,Refrigerated 
146,,"Carrots, old, microwaved ",10.4,"Asda , British carrots ",Asda ,1kg ,10.10.2011 ,"Asda , Norwich ",14-Oct,16-Oct,13:49  281 845019 20 -40mm ,Plastic ,Ambient ,Refrigerated 
147,10,"Carrots, old, microwaved ",10.5,"Sainsbury’s , loose carrots ",Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
148,10,"Carrots, old, microwaved ",10.6,"Morrisons , bunched carrots ",Morrisons ,500g ,10.10.2011 ,"Morrisons , Norwich ",12-Oct,14-Oct,0121 CLASS 1 ,Plastic ,Ambient ,Refrigerated 
149,10,"Carrots, old, microwaved ",10.7,"Waitrose , loose carrots ",Waitrose ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Waitrose, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
150,10,"Carrots, old, microwaved ",10.8,,Aldi ,1kg ,10.10.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: Supplier Code:348  4103 21:09  2A A ,Supplier Code:348  4103 21:09  2A A ,Plastic ,Ambient ,Refrigerated 
151,,"Carrots, old, microwaved ",10.9,"Sainsbury’s , basics carrots ",Sainsbury’s basics ,1.5kg ,10.10.2011 ,"Sainsbury’s, Longwater, Norwich ",12-Oct,14-Oct,K0087B ,Plastic ,Ambient ,Refrigerated 
152,10,"Carrots, old, microwaved ",10.1,Market carrots ,Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Independent market s tall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,Refrigerated 
153,10,"Carrots, old, microwaved ",10.11,"Makro , carrots ",Makro ,2kg ,10.10.2011 ,"Makro, Norwi ch ",Best Before Date: ,Batch Number: Date Code: 280 Art No:369860 supp no:24477 ,Date Code: 280 Art No:369860 supp no:24477 ,Plastic ,Ambient ,Refrigerated 
154,10,"Carrots, old, microwaved ",10.12,"Tesco , loose carrots ",Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Tesco, Blue Boar Road , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,,Refrigerated 
155,,"Carrots, old, microwaved ",10.13,"Tesco , carrot batons ",Tesco ,670g ,23.01.2012 ,"Tesco, Blue Boar Road, Nor wich ",Use By Date: 26 Jan ,,15:06 10 ,Plastic ,Ambient ,Refrigerated 
156,10,"Carrots, old, microwaved ",10.14,"Asda , loose carrots ",Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Asda , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
157,10,"Carrots, old, microwaved ",10.15,"Asda , British c arrots ",Asda ,500g ,23.01.2012 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 06:50 020 845020 ,06:50 020 845020 ,Plastic ,Ambient ,Refrigerated 
158,10,"Carrots, old, microwaved ",10.16,"Sainsbury’s , ‘no need to pe el’ carrots ",Sainsbury’s ,1kg ,23.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: 27 Jan ,27-Jan,K0087B  60 12:18 ,Plastic ,Ambient ,Refrigerated 
159,10,"Carrots, old, microwaved ",10.17,"Morrisons , loose carrots ",Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Morrisons, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
160,10,"Carrots, old, microwaved ",10.18,"The Co -operative , carrots ",The Co -operative ,1.2kg ,23.01.2012 ,"The Co-operative , Wymondham ",Best Before Date: 26 Jan ,26-Jan,M208A 019 4  12:4 8 263 ,Plastic ,Ambient ,Refrigerated 
161,10,"Carrots, old, microwaved ",10.19,"Iceland , carrots ",Iceland ,1kg ,23.01.2012 ,"Iceland, Norwich ",26-Jan,Batch Number: 469 L6 019 ,469 L6 019 ,Plastic ,,Refrigerated 
162,,"Carrots, old, microwaved ",10.2,"Morrisons , Savers carrots ",Morrisons Savers ,1.5kg ,23.01.2012 ,"Morrisons, Norwich ",26-Jan,28-Jan,13759 RD1 -CAR 2B02112 ZP  06:14 ,Plastic ,Ambient ,Refrigerated 
163,10,"Carrots, old , microwaved ",10.21,Market carrots ,Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Independent market s tall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
164,10,"Carrots, old, microwaved ",10.22,"Farm Fresh , carrots ",Farm Fresh ,2kg ,23.01.2012 ,"Booker, No rwich ",Best Before Date: ,Batch Number: 45/2  A22511 ,45/2  A22511 ,Plastic ,Refrigerated ,Refrigerated 
165,11,"Onions, raw ",11.1,"Tesco, Finest, sweet onions ",Tesco Finest ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Tesco, Harford Bridges, Norwich ",17-Oct,Batch Number: GS11 L2 ,GS11 L2 ,Netting ,Ambient ,Ambient 
166,11,"Onions, raw ",11.2,"Tesco, East Anglian cooking onions ",Tesco ,1.2kg ,10.10.2011 ,"Tesco, H arford Bridges, Norwich ",18-Oct,Batch Number: GS11 11:13  L3A ,GS11 11:13  L3A ,Plastic ,Ambient ,Ambient 
167,11,"Onions, raw ",11.3,"Asda, East Anglian onions ",Asda ,1kg ,10.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 670017 42 B 278 LO3 ,670017 42 B 278 LO3 ,Plastic ,Ambient ,Ambient 
168,,"Onions, raw ",11.4,"Asda, loose onions ",Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient 
169,11,"Onions, raw ",11.7,"Waitrose, loose onions ",Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Waitrose, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient 
170,11,"Onions, raw ",11.8,"Aldi, onions ",Aldi ,1kg ,10.10.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: 41 06 Supplier No: 348  AA ,41 06 Supplier No: 348  AA ,Plastic ,Ambient ,Ambient 
171,11,"Onions, raw ",,"Sainsbury’s, basics Onions ",Sainsbury’s basics ,1.5kg ,10.10.2011 ,"Sainsbury’s, Longwater, Norwich ",15-Oct,15-Oct,16:18  11279L2 LOT74151  RO466A ,Plastic ,Ambient ,Ambient 
172,11,"Onions, raw ",11.1,Market onions ,Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Ambient 
173,11,"Onions, raw ",11.12,"Tesco, East Anglian Cooking Onions ",Tesco ,1.2kg ,09.01.2012 ,"Tesco, Blue Boar Lane, Norwich ",19-Jan,Batch Number: L3B  12:26  GS11 ,L3B  12:26  GS11 ,Plastic ,Ambient ,Ambient 
174,11,"Onions, raw ",11.13,"Tesco, Loose Onions ",Pack size: Loose ,Loose ,09.01.201 2 ,"Tesco, Blue Boar Lane, Norwich ",Best Before Date: ,Batch Number: ,Pack aging: Plastic ,,Ambient ,Ambient 
175,11,"Onions, raw ",11.14,"Asda, East Anglian Large Onions ",Asda ,3 onions ,09.01.201 2 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 03A 004 L15   670 035 ,03A 004 L15   670 035 ,Plastic net ,Ambient ,Ambient 
176,11,"Onio ns, raw ",11.15,Asda. Loose Onions ,Pack size: Loose ,Loose ,09.01.201 2 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient 
177,,"Onions, raw ",11.16,"Sainsbury’s, Cooking Onions ",Sainsbury’s ,1kg ,09.01.201 2 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: 20 Jan ,20-Jan,M0226A ,Plastic ,Ambient ,Ambient 
178,11,"Onions, raw ",11.17,,Morrisons ,3 onions ,09.01.201 2 ,"Morrisons, Norwich ",15-Jan,19-Jan,12364 RD1 -ONI3A -007 07011206:12 MP ,,Ambient ,Ambient 
179,11,"Onions, raw ",11.18,"Marks & Spencer , Loose Onions ",Pack size: Loose ,Loose ,09.01.201 2 ,"Marks & Spenser, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient 
180,11,"Onions, raw ",11.19,"Iceland, Cooking Onions ",Iceland ,1.5kg ,09.01.201 2 ,"Iceland, Norwich ",18-Jan,Batch Number: 3510 005 472 ,3510 005 472 ,Plastic ,Ambient ,
181,11,"Onions, raw ",11.22,"Farm Fresh, Large Mild Onions ",Farm Fresh ,3 onions ,09.01.201 2 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 43/04  E52170 supplier code:55521 Midas code:M116753 ,43/04  E52170 supplier code:55521 Midas code:M116753 ,Plastic net ,Refrigerated ,Ambient 
182,12,"Onions, boiled ",12.1,"Tesco, Finest, sweet onions ",Tesco Finest ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Tesco, Harford Bridges, Norwich ",17-Oct,Batch Number: GS11 L2 ,GS11 L2 ,Netting ,Ambient ,Ambient 
183,12,"Onions, boiled ",12.2,"Tesco, East Anglian cooking onions ",Tesco ,1.2kg ,10.10.2011 ,"Tesco, Harford Bridges, Norwich ",18-Oct,Batch Number: GS11 11:13  L3A ,GS11 11:13  L3A ,Plastic ,Ambient ,Ambient 
184,12,"Onions, boiled ",12.3,"Asda, East Anglian onions ",Asda ,1kg ,10.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 670017 42 B 278 LO3 ,670017 42 B 278 LO3 ,Plastic ,Ambient ,
185,12,"Onions, boiled ",12.4,"Asda, loose onions ",Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient 
186,12,"Onions, boiled ",12.6,"Morrisons, onions ",Morrisons ,500g ,10.10.2011 ,"Morrisons, Norwich ",14-Oct,18-Oct,3882 RD1 -ONI2A 28011  DB  13:14 ,Plastic ,Ambient ,Ambient 
187,12,"Onions, boiled ",12.7,"Waitrose, loose onions ",Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Waitrose, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient 
188,12,"Onions, boiled ",,"Aldi, onions ",Aldi ,1kg ,10.10.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: 41 06 Supplier No: 348  AA ,41 06 Supplier No: 348  AA ,Plastic ,Ambient ,Ambient 
189,,"Onions, boiled ",12.9,"Sainsbury’s, basics Onions ",Sainsbury’s basics ,1.5kg ,10.10.2011 ,"Sainsbury’s, Longwater, Norwich ",15-Oct,15-Oct,16:18  11279L2 LOT74151  RO466A ,Plastic ,Ambient ,Ambient 
190,12,"Onions, boiled ",12.1,Market onions ,Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Cond ition As Purchased: Ambient ,,Ambient 
191,12,"Onions, boiled ",12.12,"Tesco, Eas t Anglian Cooking Onions ",Tesco ,1.2kg ,09.01.2012 ,"Tesco, Blue Boar Lane, Norwich ",19-Jan,Batch Number: L3B  12:26  GS11 ,L3B  12:26  GS11 ,Plastic ,,Ambient 
192,12,"Onions, boiled ",12.13,"Tesco, Loose Onions ",Pack size: Loose ,Loose ,09.01.201 2 ,"Tesc o, Blue Boar Lane, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient 
193,12,"Onions, boiled ",12.14,"Asda, East Anglian Large Onions ",Asda ,3 onions ,09.01.201 2 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 03A 004 L15   670 035 ,03A 004 L15   670 035 ,Plastic net ,Ambient ,Ambient 
194,12,"Onions, boiled ",12.15,Asda. Loose Onions ,Pack size: Loose ,Loose ,09.01.201 2 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient 
195,12,"Onions, boiled ",12.16,"Sainsbury’s, Cooking Onions ",Sainsbury’ s ,1kg ,09.01.201 2 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: 20 Jan ,20-Jan,M0226A ,Plastic ,Ambient ,
196,,"Onions, boiled ",12.17,"Morrisons, Large Onions ",Morrisons ,3 onions ,09.01.201 2 ,"Morrisons, Norwich ",,19-Jan,12364 RD1 -ONI3A -007 07011206:12 MP ,Plastic net ,Ambient ,Ambient 
197,12,"Onions, boiled ",12.18,"Marks & Spencer, Loose Onions ",Pack size: Loose ,Loose ,09.01.201 2 ,"Marks & Spenser, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient 
198,12,"Onions, boiled ",12.2,"Asda, Smart Price Onions ",Asda Smart Price ,2kg ,09.01.201 2 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 670155 03 B 006 L06 ,670155 03 B 006 L06 ,Plastic ,Ambient ,Ambient 
199,12,"Onions, boiled ",12.21,Market Onions ,Pack size: Loose ,Loose ,09.01.201 2 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient 
200,12,"Onions, boiled ",12.22,"Farm Fresh, Large Mild Onions ",Farm Fresh ,3 onions ,09.01.201 2 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 43/04  E52170 supplier code:55521 Midas code:M116753 ,43/04  E52170 supplier code:55521 Midas code:M116753 ,,Refrigerated ,Ambient 
201,13,"Onions, fried ",13.1,"Tesco, Finest, sweet onions ",Tesco Finest ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Tesco, Harford Bridges, Norwich ",17-Oct,Batch Number: GS11 L2 ,GS11 L2 ,Netting ,Ambient ,Ambient 
202,13,"Onions, f ried ",13.2,"Tesco, East Anglian cooking onions ",Tesco ,1.2kg ,10.10.2011 ,"Tesco, Harford Bridges, Norwich ",18-Oct,Batch Number: GS11 11:13  L3A ,GS11 11:13  L3A ,Plastic ,Ambient ,Ambient 
203,13,"Onions, fried ",13.3,"Asda, East Anglian onions ",Asda ,1kg ,10.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 670017 42 B 278 LO3 ,670017 42 B 278 LO3 ,Plastic ,Ambient ,Ambient 
204,13,"Onions, fried ",13.4,"Asda, loose onions ",Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient 
205,13,"Onions, fried ",13.6,"Morri sons, onions ",Morrisons ,500g ,10.10.2011 ,"Morrisons, Norwich ",14-Oct,18-Oct,3882 RD1 -ONI2A 28011  DB  13:14 ,Plastic ,Ambient ,Ambient 
206,13,"Onions, fried ",13.8,"Aldi, onions ",Aldi ,1kg ,10.10.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: 41 06 Supplier No: 348  AA ,41 06 Supplier No: 348  AA ,Plastic ,Ambient ,Ambient 
207,13,"Onions, fried ",13.9,"Sainsbury’s, basics Onions ",Sainsbury’s basics ,1.5kg ,10.10.2011 ,"Sainsbury’s, Longwater, Norwich ",15-Oct,15-Oct,16:18  11279L2 LOT74151  RO466A ,Plastic ,,Ambient 
208,13,"Onions, fried ",13.1,Market onions ,Pack size: ,Purchase Date: 10.10.2011 ,10.10.2011 ,"Independent m arket stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Ambient 
209,14,"Broccoli (Calabrese), raw ",14.1,"Tesco, broccoli florets ",Tesco ,400g ,05.09.2011 ,"Tesco, Blue Boar , Norwich ",08-Sep,09-Sep,CE ,Plastic ,Ambient ,Refrigerated 
